,Open,High,Low,Close,Pct_change_raw,Compound_multiplied_raw
2016-04-01,28.299999237060547,28.700000762939453,28.1200008392334,28.690000534057617,1.3780964929721278,989.0739345325848
2016-04-02,28.323333104451496,28.603333791097004,28.08333396911621,28.50666681925456,0.6484907852558602,3049.2739944444447
2016-04-03,28.34666697184245,28.50666681925456,28.046667098999023,28.323333104451496,-0.0811149224604073,3208.145484375
2016-04-04,28.3700008392334,28.40999984741211,28.010000228881836,28.139999389648438,-0.8107206301766747,596.9027930555554
2016-04-05,27.639999389648438,27.829999923706055,27.459999084472656,27.579999923706055,-0.2170747730365488,356.6449447999999
2016-04-06,27.700000762939453,28.040000915527344,27.6200008392334,28.0,1.0830297068508516,546.3247516949153
2016-04-07,27.899999618530273,27.899999618530273,27.530000686645508,27.600000381469727,-1.0752660973561345,2382.7124438356154
2016-04-08,27.709999084472656,27.950000762939453,27.579999923706055,27.690000534057617,-0.0721708808220253,1281.9684376623375
2016-04-09,27.766665776570637,28.02666727701823,27.59000015258789,27.666667302449543,-0.35896797286697457,2048.3002680851064
2016-04-10,27.82333246866862,28.103333791097004,27.600000381469727,27.643334070841473,-0.6457650649119238,2042.3463878787875
2016-04-11,27.8799991607666,28.18000030517578,27.610000610351562,27.6200008392334,-0.932562156956873,282.56263199999995
2016-04-12,27.139999389648438,27.65999984741211,26.950000762939453,27.639999389648438,1.842299230819831,-388.75449618644075
2016-04-13,27.959999084472656,28.280000686645508,27.719999313354492,28.229999542236328,0.9656669048806025,289.96231029411797
2016-04-14,28.3799991607666,28.399999618530273,28.100000381469727,28.25,-0.45806611913617135,230.2903588235293
2016-04-15,28.100000381469727,28.1299991607666,27.729999542236328,27.899999618530273,-0.7117464776667466,339.5373627906976
2016-04-16,28.03333346048991,28.169999440511067,27.753332773844402,27.996666590372723,-0.12802104545470827,788.6719372093021
2016-04-17,27.96666653951009,28.209999720255535,27.776666005452473,28.093333562215168,0.45570438675733005,1821.7529724137933
2016-04-18,27.899999618530273,28.25,27.799999237060547,28.190000534057617,1.0394298189693685,3515.411120253165
2016-04-19,28.329999923706055,28.440000534057617,28.200000762939453,28.329999923706055,0.0,541.9635384615383
2016-04-20,28.399999618530273,28.68000030517578,28.260000228881836,28.440000534057617,0.14084829600224422,482.9151082474227
2016-04-21,28.420000076293945,28.510000228881836,28.15999984741211,28.239999771118164,-0.6333578630984079,194.96276666666668
2016-04-22,28.299999237060547,28.549999237060547,28.06999969482422,28.149999618530273,-0.5300340020286642,330.8846216666665
2016-04-23,28.236666361490887,28.459999720255535,28.03999964396159,28.176666259765625,-0.21105915648201407,241.75682727272726
2016-04-24,28.173333485921223,28.37000020345052,28.009999593098957,28.203332901000977,0.10791568906463611,711.800725
2016-04-25,28.110000610351562,28.280000686645508,27.979999542236328,28.229999542236328,0.4268905346112863,1170.0432098765432
2016-04-26,28.270000457763672,28.489999771118164,28.219999313354492,28.450000762939453,0.636718437428778,525.5768611111112
2016-04-27,28.440000534057617,28.649999618530273,28.309999465942383,28.639999389648438,0.7032308433022589,1211.5120470588245
2016-04-28,28.450000762939453,28.59000015258789,27.790000915527344,27.959999084472656,-1.7223257129226521,1040.0325166666667
2016-04-29,27.719999313354492,27.829999923706055,27.139999389648438,27.489999771118164,-0.8297241988946322,535.5584131578946
2016-04-30,27.639999389648438,27.726666768391926,27.15999984741211,27.450000127156574,-0.6865782684956153,-85.69162727272729
2016-05-01,27.559999465942383,27.6233336130778,27.18000030517578,27.410000483194988,-0.5434323380965984,1079.0751399999997
2016-05-02,27.479999542236328,27.520000457763672,27.200000762939453,27.3700008392334,-0.4002864076975816,1324.757863636364
2016-05-03,27.15999984741211,27.190000534057617,26.610000610351562,26.860000610351562,-1.1045627347053604,1408.5620164835166
2016-05-04,26.799999237060547,26.81999969482422,26.280000686645508,26.440000534057617,-1.3432787807885578,400.35901808510636
2016-05-05,26.459999084472656,26.56999969482422,26.209999084472656,26.209999084472656,-0.9448224060850623,132.37382333333332
2016-05-06,26.190000534057617,26.540000915527344,25.809999465942383,26.530000686645508,1.298205978063088,1411.1682555555553
2016-05-07,26.3000005086263,26.58666737874349,26.003332773844402,26.52333386739095,0.8529012343582711,489.9315250000001
2016-05-08,26.410000483194988,26.633333841959637,26.196666081746418,26.516667048136394,0.4075964906534545,2269.5935894736845
2016-05-09,26.520000457763672,26.68000030517578,26.389999389648438,26.510000228881836,-0.037708253051362196,450.9625524590165
2016-05-10,26.670000076293945,27.100000381469727,26.510000228881836,27.030000686645508,1.3498335557619843,490.2513236111111
2016-05-11,27.09000015258789,27.110000610351562,26.68000030517578,26.700000762939453,-1.43964336453199,1059.436622580645
2016-05-12,26.809999465942383,26.809999465942383,26.40999984741211,26.670000076293945,-0.5221909453086088,-32.43824567901248
2016-05-13,26.549999237060547,26.889999389648438,26.459999084472656,26.530000686645508,-0.07532410918913902,-216.58848266666652
2016-05-14,26.556666056315105,26.96666653951009,26.493332544962566,26.676666895548504,0.45160254861554594,1083.98889
2016-05-15,26.56333287556966,27.043333689371746,26.526666005452473,26.823333104451496,0.9785292064202309,4084.992286666667
2016-05-16,26.56999969482422,27.1200008392334,26.559999465942383,26.969999313354492,1.5054558642249158,903.9083693693694
2016-05-17,26.899999618530273,27.059999465942383,26.549999237060547,26.649999618530273,-0.9293680429191739,442.03998137254894
2016-05-18,26.610000610351562,26.959999084472656,26.489999771118164,26.719999313354492,0.4133735455839827,13666.286951168231
2016-05-19,27.989999771118164,28.290000915527344,27.399999618530273,27.56999969482422,-1.500536190526617,2802.2173505735173
2016-05-20,27.6299991607666,28.149999618530273,27.6200008392334,27.969999313354492,1.230547097050499,3794.3688277777783
2016-05-21,27.679999669392902,28.183333079020183,27.6733341217041,27.959999720255535,1.0123491847595498,266.8797303030303
2016-05-22,27.730000178019207,28.21666653951009,27.726667404174805,27.950000127156574,0.7941512724686004,662.4444038461538
2016-05-23,27.780000686645508,28.25,27.780000686645508,27.940000534057617,0.5759533601776512,-949.6212942857146
2016-05-24,28.010000228881836,28.579999923706055,28.010000228881836,28.469999313354492,1.6422673356437152,561.9858458333333
2016-05-25,28.579999923706055,29.0,28.520000457763672,28.920000076293945,1.189643644141066,262.3726344827587
2016-05-26,28.860000610351562,29.040000915527344,28.799999237060547,28.899999618530273,0.13859669900479493,-3385.6495264705886
2016-05-27,28.950000762939453,29.040000915527344,28.790000915527344,28.920000076293945,-0.10362931210666289,423.45019687499996
2016-05-28,28.912500381469727,29.05000066757202,28.782500743865967,28.952499866485596,0.13929191055779666,1224.9054333333331
2016-05-29,28.875,29.0600004196167,28.77500057220459,28.984999656677246,0.3822131332222562,189.3747466666666
2016-05-30,28.837499618530273,29.070000171661377,28.767500400543213,29.017499446868896,0.6251343558867157,1318.6530826086957
2016-05-31,28.799999237060547,29.079999923706055,28.760000228881836,29.049999237060547,0.8680555785511752,213.08776792452835
2016-06-01,28.84000015258789,29.040000915527344,28.799999237060547,28.899999618530273,0.20804252990615502,220.6035291666667
2016-06-02,28.979999542236328,29.149999618530273,28.920000076293945,29.079999923706055,0.34506688422814835,699.2268694117646
2016-06-03,29.1299991607666,29.209999084472656,28.899999618530273,29.1299991607666,0.0,706.5687012820513
2016-06-04,29.10999933878581,29.276666005452473,28.953332901000977,29.119999567667644,0.03440051251055374,-983.1584562499997
2016-06-05,29.089999516805012,29.343332926432293,29.00666618347168,29.109999974568684,0.06880102502110748,302.46553571428575
2016-06-06,29.06999969482422,29.40999984741211,29.059999465942383,29.100000381469727,0.10320153753166121,116.78590000000004
2016-06-07,28.899999618530273,29.350000381469727,28.81999969482422,29.06999969482422,0.5882355658750378,371.73756458333344
2016-06-08,29.09000015258789,29.270000457763672,29.059999465942383,29.139999389648438,0.17187774767371003,153.2180273584905
2016-06-09,28.969999313354492,29.190000534057617,28.829999923706055,29.139999389648438,0.5868142227244695,-75.993465
2016-06-10,28.790000915527344,29.030000686645508,28.770000457763672,29.030000686645508,0.8336219641755019,597.2218197530866
