,Open,High,Low,Close,Pct_change_raw,Compound_multiplied_raw
2016-04-01,59.61000061035156,61.16999816894531,59.40999984741211,61.02000045776367,2.36537465689483,2197.4012136478386
2016-04-02,60.106666564941406,61.17333221435547,59.63333384195963,60.76333363850912,1.1131965823114995,1916.0141933333332
2016-04-03,60.60333251953125,61.176666259765625,59.856667836507164,60.506666819254555,-0.1389814922718311,544.0568
2016-04-04,61.099998474121094,61.18000030517578,60.08000183105469,60.25,-1.3911595668551622,19241.625205063297
2016-04-05,59.880001068115234,60.22999954223633,59.439998626708984,60.040000915527344,0.2672008092152586,340.73899199999954
2016-04-06,60.02000045776367,60.90999984741211,59.90999984741211,60.83000183105469,1.3495524277128539,-40.481606250000084
2016-04-07,60.59000015258789,61.540000915527344,60.540000915527344,61.16999816894531,0.9572503959345993,4010.9067246913564
2016-04-08,61.5,61.63999938964844,60.70000076293945,61.040000915527344,-0.7479659910124492,1330.3344377777776
2016-04-09,61.40666707356771,61.59333292643229,60.72666676839193,60.993334452311196,-0.672878823826196,1149.6835777777778
2016-04-10,61.313334147135414,61.54666646321615,60.7533327738444,60.946667989095054,-0.5977916566399427,330.4613107142856
2016-04-11,61.220001220703125,61.5,60.779998779296875,60.900001525878906,-0.5227044894536895,8385.0129808
2016-04-12,58.95000076293945,59.68000030517578,58.369998931884766,59.5,0.9329927564756184,-2603.1001169999977
2016-04-13,60.31999969482422,61.08000183105469,59.75,60.209999084472656,-0.18236175548422814,881.1408822580648
2016-04-14,60.2599983215332,60.400001525878906,59.90999984741211,60.130001068115234,-0.21572727686505055,-1796.6715268292685
2016-04-15,60.2400016784668,60.619998931884766,60.0099983215332,60.5099983215332,0.4482015862275754,993.7258014705885
2016-04-16,60.390000661214195,60.769999186197914,60.12666575113932,60.63666534423828,0.40864933971993955,3698.761702238806
2016-04-17,60.539999643961586,60.91999944051107,60.243333180745445,60.76333236694336,0.36909709321230366,964.2590361445781
2016-04-18,60.689998626708984,61.06999969482422,60.36000061035156,60.88999938964844,0.3295448467046678,750.1498650793651
2016-04-19,61.15999984741211,61.25,60.47999954223633,60.900001525878906,-0.4251117105655201,3180.606329687502
2016-04-20,61.040000915527344,61.43000030517578,60.849998474121094,60.900001525878906,-0.2293567948044124,2662.8816490196086
2016-04-21,60.900001525878906,61.099998474121094,60.47999954223633,60.63999938964844,-0.42693288951722475,965.7421275466276
2016-04-22,59.0099983215332,59.099998474121094,57.029998779296875,57.68000030517578,-2.253851981338043,207.75144464882936
2016-04-23,58.54666519165039,58.71999867757162,57.21333312988281,57.710000356038414,-1.4157916780252466,1561.2845916666663
2016-04-24,58.08333206176758,58.33999888102213,57.39666748046875,57.74000040690104,-0.5777313747124504,2916.396929629631
2016-04-25,57.619998931884766,57.959999084472656,57.58000183105469,57.77000045776367,0.2603289286003457,2995.511544680852
2016-04-26,58.04999923706055,58.66999816894531,57.560001373291016,57.720001220703125,-0.5684720425400851,150.64939784946236
2016-04-27,57.5099983215332,57.650001525878906,56.619998931884766,56.900001525878906,-1.060679557394281,1888.9625645161289
2016-04-28,56.59000015258789,57.36000061035156,56.31999969482422,56.41999816894531,-0.3004099367099999,1385.5065838709681
2016-04-29,56.02000045776367,56.43000030517578,55.290000915527344,56.22999954223633,0.3748644818933646,135.52264893617016
2016-04-30,56.11000061035156,56.743333180745445,55.563334147135414,56.606666564941406,0.8835329609384643,2987.2401400000003
2016-05-01,56.20000076293945,57.0566660563151,55.83666737874349,56.983333587646484,1.392201439983564,7411.7658000000065
2016-05-02,56.290000915527344,57.369998931884766,56.11000061035156,57.36000061035156,1.9008699190286638,-1315.3220044776124
2016-05-03,56.70000076293945,57.060001373291016,56.13999938964844,56.25,-0.7936521285438588,-1608.1707880434785
2016-05-04,55.97999954223633,56.650001525878906,55.79999923706055,56.38999938964844,0.7324041635669696,1594.9476207547166
2016-05-05,56.369998931884766,56.77000045776367,56.0099983215332,56.25,-0.21287730026350984,1360.668647222222
2016-05-06,55.959999084472656,56.31999969482422,55.380001068115234,56.310001373291016,0.6254508480066706,2256.1462759259257
2016-05-07,56.07999928792318,56.52333323160807,55.663333892822266,56.42000071207682,0.6063609918045005,2408.7456799999995
2016-05-08,56.199999491373696,56.72666676839193,55.9466667175293,56.53000005086263,0.5872711356023306,13863.990031914895
2016-05-09,56.31999969482422,56.93000030517578,56.22999954223633,56.63999938964844,0.5681812794001605,2367.945864516129
2016-05-10,56.849998474121094,57.599998474121094,56.709999084472656,57.4900016784668,1.1257752357496393,530.3171282051283
2016-05-11,57.130001068115234,57.38999938964844,56.09000015258789,56.22999954223633,-1.5753570961881274,751.5497976190475
2016-05-12,56.56999969482422,56.790000915527344,55.81999969482422,56.29999923706055,-0.4772855916921193,9082.079190163933
2016-05-13,56.43000030517578,56.599998474121094,55.72999954223633,55.81999969482422,-1.080986367273886,1287.2639583333332
2016-05-14,56.186667124430336,56.32333246866862,55.5533332824707,55.72333272298177,-0.8223942516200595,-653.267690909091
2016-05-15,55.9433339436849,56.04666646321615,55.37666702270508,55.62666575113932,-0.5638021359662331,1036.9500750000002
2016-05-16,55.70000076293945,55.77000045776367,55.20000076293945,55.529998779296875,-0.30521002031240657,293.1615345454545
2016-05-17,55.380001068115234,55.63999938964844,54.5099983215332,54.880001068115234,-0.9028529981157268,544.4647984615384
2016-05-18,54.7599983215332,55.16999816894531,54.380001068115234,54.79999923706055,0.07304769312166733,18.665958928571552
2016-05-19,54.43000030517578,54.619998931884766,54.189998626708984,54.54999923706055,0.2204646908174918,827.7410600000003
2016-05-20,54.880001068115234,55.369998931884766,54.58000183105469,54.619998931884766,-0.4737648162720746,175.0658645833333
2016-05-21,54.79333368937174,55.186665852864586,54.48333485921224,54.61333211263021,-0.32804903176516714,1276.3652470588236
2016-05-22,54.70666631062826,55.0033327738444,54.38666788736979,54.60666529337565,-0.18233324725825967,235.38342307692312
2016-05-23,54.619998931884766,54.81999969482422,54.290000915527344,54.599998474121094,-0.036617462751352206,-38.73943846153842
2016-05-24,54.7400016784668,55.619998931884766,54.68000030517578,55.439998626708984,1.2787667643012641,1094.1768804347826
2016-05-25,55.20000076293945,55.459999084472656,54.95000076293945,55.150001525878906,-0.09057832675632081,343.4984226415093
2016-05-26,55.54999923706055,55.869998931884766,54.95000076293945,55.290000915527344,-0.46804378956632553,961.3663356164388
2016-05-27,55.36000061035156,55.54999923706055,55.099998474121094,55.150001525878906,-0.37933360216291123,313.75950357142875
2016-05-28,55.39500045776367,55.53749942779541,54.999999046325684,55.08500099182129,-0.5592752513300945,287.1939214285714
2016-05-29,55.43000030517578,55.52499961853027,54.89999961853027,55.02000045776367,-0.7392169004972776,1414.1542916666667
2016-05-30,55.46500015258789,55.51249980926514,54.80000019073486,54.954999923706055,-0.9191585496644608,817.503925
2016-05-31,55.5,55.5,54.70000076293945,54.88999938964844,-1.099100198831644,129.90246962025304
2016-06-01,54.7599983215332,55.4900016784668,54.720001220703125,54.81999969482422,0.10957153968250098,937.9160315789472
2016-06-02,54.900001525878906,55.0,54.459999084472656,54.619998931884766,-0.510022925704569,818.8718093023257
2016-06-03,54.709999084472656,55.08000183105469,54.400001525878906,54.61000061035156,-0.18277915517179108,2575.260125
2016-06-04,54.71333312988281,55.34333419799805,54.4966672261556,54.936667124430336,0.40811732764173536,540.196478888889
2016-06-05,54.71666717529297,55.606666564941406,54.59333292643229,55.26333363850912,0.9990138104552618,4432.594291666668
2016-06-06,54.720001220703125,55.869998931884766,54.689998626708984,55.59000015258789,1.5899102932687883,29381.764306410263
2016-06-07,55.650001525878906,56.099998474121094,55.279998779296875,55.29999923706055,-0.6289349132463149,2851.288914285715
2016-06-08,55.5,55.5,54.900001525878906,55.220001220703125,-0.5045023050394144,2682.7881491803278
2016-06-09,55.150001525878906,55.61000061035156,55.060001373291016,55.58000183105469,0.7796922815568834,-1949.279716250001
2016-06-10,54.91999816894531,55.20000076293945,54.5,54.869998931884766,-0.09104012878285037,1342.7365695652175
