,Open,High,Low,Close,Pct_change_raw,Compound_multiplied_raw
2016-04-01,108.77999877929688,110.0,108.19999694824219,109.98999786376953,1.1123359974728595,642.2848623787864
2016-04-02,109.32666524251302,110.73000081380208,108.88999684651692,110.36666615804036,0.9528730924541758,1396.9907648148148
2016-04-03,109.87333170572917,111.46000162760417,109.57999674479167,110.7433344523112,0.7934101874354922,1164.2898579081634
2016-04-04,110.41999816894531,112.19000244140625,110.2699966430664,111.12000274658203,0.6339472824168086,950.5489078331634
2016-04-05,109.51000213623047,110.7300033569336,109.41999816894531,109.80999755859375,0.2739433992431914,1146.769624205748
2016-04-06,110.2300033569336,110.9800033569336,109.19999694824219,110.95999908447266,0.6622477595099746,1234.6617935242841
2016-04-07,109.94999694824219,110.41999816894531,108.12000274658203,108.54000091552734,-1.282397518736253,-4191.2634559348235
2016-04-08,108.91000366210938,109.7699966430664,108.16999816894531,108.66000366210938,-0.22954732494144328,1427.5642165486704
2016-04-09,108.9300028483073,110.0499979654948,108.38999938964844,108.78000132242839,-0.13773822097034616,-1085.0014092885383
2016-04-10,108.9500020345052,110.32999928792317,108.61000061035156,108.89999898274739,-0.045929116999249064,1125.6950798122064
2016-04-11,108.97000122070312,110.61000061035156,108.83000183105469,109.0199966430664,0.045879986971848044,7684.517753219684
2016-04-12,109.33999633789062,110.5,108.66000366210938,110.44000244140625,1.0060418331424705,915.4134692949887
2016-04-13,110.80000305175781,112.33999633789062,110.80000305175781,112.04000091552734,1.1191316151772066,54.06198458417829
2016-04-14,111.62000274658203,112.38999938964844,111.33000183105469,112.0999984741211,0.43002662222543325,1000.2020567597797
2016-04-15,112.11000061035156,112.30000305175781,109.7300033569336,109.8499984741211,-2.0158791579043074,67.80251546583827
2016-04-16,111.03666687011719,111.18333435058594,108.80000305175781,109.06000010172527,-1.7755464752509174,283.46092361111084
2016-04-17,109.96333312988281,110.06666564941406,107.87000274658203,108.27000172932942,-1.535213792597527,484.96884148099576
2016-04-18,108.88999938964844,108.94999694824219,106.94000244140625,107.4800033569336,-1.294881109944137,1080.9759103905678
2016-04-19,107.87999725341797,108.0,106.2300033569336,106.91000366210938,-0.89914128291087,-610.0906431475892
2016-04-20,106.63999938964844,108.08999633789062,106.05999755859375,107.12999725341797,0.4594878718811165,-2049.26006626016
2016-04-21,106.93000030517578,106.93000030517578,105.5199966430664,105.97000122070312,-0.8977827379901252,-399.5035832554515
2016-04-22,105.01000213623047,106.4800033569336,104.62000274658203,105.68000030517578,0.6380327162322286,-641.5781619819828
2016-04-23,105.00666809082031,106.20333607991536,104.58333587646484,105.48000081380208,0.4507525508388468,512.853216607143
2016-04-24,105.00333404541016,105.92666880289714,104.54666900634766,105.28000132242839,0.2634723854454651,1985.5996175219027
2016-04-25,105.0,105.6500015258789,104.51000213623047,105.08000183105469,0.07619222005208333,-1210.8694207572678
2016-04-26,103.91000366210938,105.30000305175781,103.91000366210938,104.3499984741211,0.4234383567557915,795.9854415569555
2016-04-27,96.0,98.70999908447266,95.68000030517578,97.81999969482422,1.8958330154418945,-467.091449428814
2016-04-28,97.61000061035156,97.87999725341797,94.25,94.83000183105469,-2.848067577004047,-419.092842438558
2016-04-29,93.98999786376953,94.72000122070312,92.51000213623047,93.73999786376953,-0.26598574920956336,-1412.0232255872077
2016-04-30,93.98333231608073,94.50666809082031,92.47333526611328,93.7066650390625,-0.29438311653800925,1287.5900389342037
2016-05-01,93.97666676839192,94.2933349609375,92.4366683959961,93.67333221435547,-0.32278048386645514,548.756368392858
2016-05-02,93.97000122070312,94.08000183105469,92.4000015258789,93.63999938964844,-0.351177851194901,-468.914116717792
2016-05-03,94.19999694824219,95.73999786376953,93.68000030517578,95.18000030517578,1.040343300087422,1952.9368740755472
2016-05-04,95.19999694824219,95.9000015258789,93.81999969482422,94.19000244140625,-1.0609186336266858,1224.5709433701752
2016-05-05,94.0,94.06999969482422,92.68000030517578,93.23999786376953,-0.8085129108834774,-287.0872308707115
2016-05-06,93.37000274658203,93.44999694824219,91.8499984741211,92.72000122070312,-0.6961566956821158,-578.4401369285713
2016-05-07,93.24666849772136,93.5566635131836,92.09666442871094,92.7433344523112,-0.5393729528463769,-1012.3960785321094
2016-05-08,93.12333424886067,93.663330078125,92.34333038330078,92.76666768391927,-0.382589210010638,489.82316741388865
2016-05-09,93.0,93.7699966430664,92.58999633789062,92.79000091552734,-0.22580546717489916,867.0115514516164
2016-05-10,93.33000183105469,93.56999969482422,92.11000061035156,93.41999816894531,0.0964280897085331,2058.328191174598
2016-05-11,93.4800033569336,93.56999969482422,92.45999908447266,92.51000213623047,-1.0376563819744216,808.1949923295444
2016-05-12,92.72000122070312,92.77999877929688,89.47000122070312,90.33999633789062,-2.5668732220433546,-43.338737714481944
2016-05-13,90.0,91.66999816894531,90.0,90.5199966430664,0.5777740478515625,704.7799236125121
2016-05-14,90.79666646321614,92.57666524251302,90.5500005086263,91.63999684651692,0.9227581481520182,1357.3954151401867
2016-05-15,91.5933329264323,93.48333231608073,91.10000101725261,92.75999704996745,1.2677422484524739,-305.672874810606
2016-05-16,92.38999938964844,94.38999938964844,91.6500015258789,93.87999725341797,1.6127263487529298,1334.4716583830707
2016-05-17,94.55000305175781,94.69999694824219,93.01000213623047,93.48999786376953,-1.1211053979638916,-919.6451072933033
2016-05-18,94.16000366210938,95.20999908447266,93.88999938964844,94.55999755859375,0.4248023374337816,523.6954017303115
2016-05-19,94.63999938964844,94.63999938964844,93.56999969482422,94.19999694824219,-0.4649222783642333,2818.90141067961
2016-05-20,94.63999938964844,95.43000030517578,94.5199966430664,95.22000122070312,0.6128506284818586,903.1580292093022
2016-05-21,95.0500005086263,96.01666768391927,94.90333048502605,95.62333424886067,0.6032743428954077,363.6305377777769
2016-05-22,95.46000162760417,96.60333506266277,95.28666432698567,96.02666727701823,0.5936980573089568,1887.5858059544662
2016-05-23,95.87000274658203,97.19000244140625,95.66999816894531,96.43000030517578,0.5841217717225059,3126.899587084591
2016-05-24,97.22000122070312,98.08999633789062,96.83999633789062,97.9000015258789,0.6994448638527422,499.7328103765704
2016-05-25,98.66999816894531,99.73999786376953,98.11000061035156,99.62000274658203,0.9628099678385484,1710.8962726929294
2016-05-26,99.68000030517578,100.7300033569336,98.63999938964844,100.41000366210938,0.7323468646655783,1384.2236827919235
2016-05-27,99.44000244140625,100.47000122070312,99.25,100.3499984741211,0.9151206862158389,1816.2669837029891
2016-05-28,99.48000144958496,100.45250129699707,99.14249992370605,100.22749900817871,0.7516020960408248,412.8714272151899
2016-05-29,99.52000045776367,100.43500137329102,99.03499984741211,100.10499954223633,0.5880835058658108,2518.8458493150656
2016-05-30,99.55999946594238,100.41750144958496,98.92749977111816,99.98250007629395,0.4245649156907968,736.4350401122019
2016-05-31,99.5999984741211,100.4000015258789,98.81999969482422,99.86000061035156,0.2610463255157827,626.771142610571
2016-06-01,99.0199966430664,99.54000091552734,98.33000183105469,98.45999908447266,-0.5655398682877679,1115.9996588522588
2016-06-02,97.5999984741211,97.83999633789062,96.62999725341797,97.72000122070312,0.12295363571532258,167.1181432939542
2016-06-03,97.79000091552734,98.2699966430664,97.44999694824219,97.91999816894531,0.1329351183156881,58.83963674588715
2016-06-04,97.8566665649414,99.47666422526042,97.48333231608073,98.1566645304362,0.3063324993964781,-679.9810431999999
2016-06-05,97.92333221435547,100.68333180745442,97.51666768391927,98.39333089192708,0.47972988047726806,1024.5713804455447
2016-06-06,97.98999786376953,101.88999938964844,97.55000305175781,98.62999725341797,0.653127261558058,-316.0127448162118
2016-06-07,99.25,99.87000274658203,98.95999908447266,99.02999877929688,-0.2216636984414358,2487.6842083333327
2016-06-08,99.0199966430664,99.55999755859375,98.68000030517578,98.94000244140625,-0.08078590625336848,642.2848623787864
2016-06-09,98.5,99.98999786376953,98.45999908447266,99.6500015258789,1.1675142394709708,642.2848623787864
2016-06-10,98.52999877929688,99.3499984741211,98.4800033569336,98.83000183105469,0.3044788952345437,642.2848623787864
